AreaCode,Year,OwnerPct,RentalPct,SubsidizedPct
091211,2017,35.0,55.3,3.8
091211,2018,35.3,55.7,3.8
091211,2019,35.0,55.2,3.8
091211,2020,35.9,54.8,3.8
091211,2021,34.6,56.2,3.8
091211,2022,34.4,56.8,3.8
091211,2023,34.2,56.9,3.8
091211,2024,33.9,56.6,3.8
091212,2015,,,
091212,2016,,,
091212,2017,,,
091212,2018,,,
091212,2019,,,
091212,2020,,,
091212,2021,,,
091212,2022,,,
091212,2023,,,
091212,2024,,,
091213,2015,0.0,100.0,0.0
091213,2016,0.0,100.0,0.0
091213,2017,0.0,100.0,0.0
091213,2018,0.0,100.0,0.0
091213,2019,0.0,100.0,0.0
091213,2020,0.0,99.7,0.0
091213,2021,0.0,99.7,0.0
091213,2022,0.0,99.7,0.0
091213,2023,0.0,99.7,0.0
091213,2024,0.0,99.5,0.0
