Quarter,Postal code,Building type,Price per square meter (EUR/m2),"Number of sales, asset transfer tax data starting from 2020",PostalCode,Year,Population,AverageIncome
2018Q2,00440  Lassila (Helsinki),Terraced houses total,,,00440,2018,4797.0,25155.0
2018Q2,00500  S�rn�inen - Harju (Helsinki),"Blocks of flats, one-room flat",6346.0,64.0,00500,2018,12436.0,24823.0
2018Q2,00500  S�rn�inen - Harju (Helsinki),"Blocks of flats, two-room flat",5782.0,24.0,00500,2018,12436.0,24823.0
2018Q2,00500  S�rn�inen - Harju (Helsinki),"Blocks of flats, three-room flat+",5265.0,6.0,00500,2018,12436.0,24823.0
2018Q2,00500  S�rn�inen - Harju (Helsinki),Terraced houses total,,,00500,2018,12436.0,24823.0
2018Q2,00510  Alppila - Vallila (Helsinki),"Blocks of flats, one-room flat",6317.0,41.0,00510,2018,9783.0,26543.0
2018Q2,00510  Alppila - Vallila (Helsinki),"Blocks of flats, two-room flat",5934.0,38.0,00510,2018,9783.0,26543.0
2018Q2,00510  Alppila - Vallila (Helsinki),"Blocks of flats, three-room flat+",5460.0,10.0,00510,2018,9783.0,26543.0
2018Q2,00510  Alppila - Vallila (Helsinki),Terraced houses total,,,00510,2018,9783.0,26543.0
2018Q2,00520  It�- ja Keski-Pasila (Helsinki),"Blocks of flats, one-room flat",5603.0,9.0,00520,2018,7259.0,25887.0
2018Q2,00520  It�- ja Keski-Pasila (Helsinki),"Blocks of flats, two-room flat",5699.0,10.0,00520,2018,7259.0,25887.0
2018Q2,00520  It�- ja Keski-Pasila (Helsinki),"Blocks of flats, three-room flat+",5713.0,17.0,00520,2018,7259.0,25887.0
2018Q2,00520  It�- ja Keski-Pasila (Helsinki),Terraced houses total,,,00520,2018,7259.0,25887.0
2018Q2,00530  Kallio (Helsinki),"Blocks of flats, one-room flat",6326.0,52.0,00530,2018,18644.0,28436.0
2018Q2,00530  Kallio (Helsinki),"Blocks of flats, two-room flat",5961.0,55.0,00530,2018,18644.0,28436.0
2018Q2,00530  Kallio (Helsinki),"Blocks of flats, three-room flat+",5916.0,14.0,00530,2018,18644.0,28436.0
2018Q2,00530  Kallio (Helsinki),Terraced houses total,,,00530,2018,18644.0,28436.0
2018Q2,00540  Kalasatama - Sompasaari (Helsinki),"Blocks of flats, one-room flat",,1.0,00540,2018,2910.0,32068.0
2018Q2,00540  Kalasatama - Sompasaari (Helsinki),"Blocks of flats, two-room flat",,5.0,00540,2018,2910.0,32068.0
2018Q2,00540  Kalasatama - Sompasaari (Helsinki),"Blocks of flats, three-room flat+",,5.0,00540,2018,2910.0,32068.0
2018Q2,00540  Kalasatama - Sompasaari (Helsinki),Terraced houses total,,,00540,2018,2910.0,32068.0
2018Q2,00550  Vallila - Hermanni (Helsinki),"Blocks of flats, one-room flat",5727.0,27.0,00550,2018,9049.0,24042.0
2018Q2,00550  Vallila - Hermanni (Helsinki),"Blocks of flats, two-room flat",5464.0,23.0,00550,2018,9049.0,24042.0
2018Q2,00550  Vallila - Hermanni (Helsinki),"Blocks of flats, three-room flat+",5067.0,7.0,00550,2018,9049.0,24042.0
2018Q2,00550  Vallila - Hermanni (Helsinki),Terraced houses total,,,00550,2018,9049.0,24042.0
2018Q2,00560  Toukola - Kumpula - Vanhakaupunki (Helsinki),"Blocks of flats, one-room flat",4959.0,7.0,00560,2018,14127.0,28554.0
2018Q2,00560  Toukola - Kumpula - Vanhakaupunki (Helsinki),"Blocks of flats, two-room flat",5576.0,19.0,00560,2018,14127.0,28554.0
2018Q2,00560  Toukola - Kumpula - Vanhakaupunki (Helsinki),"Blocks of flats, three-room flat+",5389.0,23.0,00560,2018,14127.0,28554.0
2018Q2,00560  Toukola - Kumpula - Vanhakaupunki (Helsinki),Terraced houses total,,5.0,00560,2018,14127.0,28554.0
2018Q2,00570  Kulosaari (Helsinki),"Blocks of flats, one-room flat",,2.0,00570,2018,4004.0,48514.0
2018Q2,00570  Kulosaari (Helsinki),"Blocks of flats, two-room flat",,2.0,00570,2018,4004.0,48514.0
2018Q2,00570  Kulosaari (Helsinki),"Blocks of flats, three-room flat+",5150.0,10.0,00570,2018,4004.0,48514.0
2018Q2,00570  Kulosaari (Helsinki),Terraced houses total,5542.0,6.0,00570,2018,4004.0,48514.0
2018Q2,00580  Kalasatama - Kyl�saari (Helsinki),"Blocks of flats, one-room flat",,1.0,00580,2018,2945.0,26715.0
2018Q2,00580  Kalasatama - Kyl�saari (Helsinki),"Blocks of flats, two-room flat",,4.0,00580,2018,2945.0,26715.0
2018Q2,00580  Kalasatama - Kyl�saari (Helsinki),"Blocks of flats, three-room flat+",,1.0,00580,2018,2945.0,26715.0
2018Q2,00580  Kalasatama - Kyl�saari (Helsinki),Terraced houses total,,,00580,2018,2945.0,26715.0
2018Q2,00590  Kruunuvuorenranta (Helsinki),"Blocks of flats, one-room flat",,,00590,2018,2235.0,31395.0
2018Q2,00590  Kruunuvuorenranta (Helsinki),"Blocks of flats, two-room flat",,,00590,2018,2235.0,31395.0
2018Q2,00590  Kruunuvuorenranta (Helsinki),"Blocks of flats, three-room flat+",,1.0,00590,2018,2235.0,31395.0
2018Q2,00590  Kruunuvuorenranta (Helsinki),Terraced houses total,,,00590,2018,2235.0,31395.0
2018Q2,00600  Koskela (Helsinki),"Blocks of flats, one-room flat",,1.0,00600,2018,4153.0,23422.0
2018Q2,00600  Koskela (Helsinki),"Blocks of flats, two-room flat",,5.0,00600,2018,4153.0,23422.0
2018Q2,00600  Koskela (Helsinki),"Blocks of flats, three-room flat+",2514.0,7.0,00600,2018,4153.0,23422.0
2018Q2,00600  Koskela (Helsinki),Terraced houses total,,,00600,2018,4153.0,23422.0
2018Q2,00610  K�pyl� (Helsinki),"Blocks of flats, one-room flat",5067.0,9.0,00610,2018,8183.0,27536.0
2018Q2,00610  K�pyl� (Helsinki),"Blocks of flats, two-room flat",5223.0,13.0,00610,2018,8183.0,27536.0
2018Q2,00610  K�pyl� (Helsinki),"Blocks of flats, three-room flat+",4944.0,9.0,00610,2018,8183.0,27536.0
2018Q2,00610  K�pyl� (Helsinki),Terraced houses total,,2.0,00610,2018,8183.0,27536.0
2018Q2,00620  Mets�l� - Etel�-Oulunkyl� (Helsinki),"Blocks of flats, one-room flat",,5.0,00620,2018,3285.0,30431.0
2018Q2,00620  Mets�l� - Etel�-Oulunkyl� (Helsinki),"Blocks of flats, two-room flat",4092.0,7.0,00620,2018,3285.0,30431.0
2018Q2,00620  Mets�l� - Etel�-Oulunkyl� (Helsinki),"Blocks of flats, three-room flat+",3694.0,8.0,00620,2018,3285.0,30431.0
2018Q2,00620  Mets�l� - Etel�-Oulunkyl� (Helsinki),Terraced houses total,,6.0,00620,2018,3285.0,30431.0
2018Q2,00630  Maunula (Helsinki),"Blocks of flats, one-room flat",,3.0,00630,2018,8316.0,25130.0
2018Q2,00630  Maunula (Helsinki),"Blocks of flats, two-room flat",3952.0,10.0,00630,2018,8316.0,25130.0
2018Q2,00630  Maunula (Helsinki),"Blocks of flats, three-room flat+",3474.0,13.0,00630,2018,8316.0,25130.0
2018Q2,00630  Maunula (Helsinki),Terraced houses total,4446.0,6.0,00630,2018,8316.0,25130.0
2018Q2,00640  Oulunkyl� - Patola (Helsinki),"Blocks of flats, one-room flat",,3.0,00640,2018,8185.0,28644.0
2018Q2,00640  Oulunkyl� - Patola (Helsinki),"Blocks of flats, two-room flat",3319.0,11.0,00640,2018,8185.0,28644.0
2018Q2,00640  Oulunkyl� - Patola (Helsinki),"Blocks of flats, three-room flat+",3227.0,8.0,00640,2018,8185.0,28644.0
2018Q2,00640  Oulunkyl� - Patola (Helsinki),Terraced houses total,3465.0,11.0,00640,2018,8185.0,28644.0
2018Q2,00650  Ver�j�m�ki (Helsinki),"Blocks of flats, one-room flat",,,00650,2018,4276.0,29708.0
2018Q2,00650  Ver�j�m�ki (Helsinki),"Blocks of flats, two-room flat",,3.0,00650,2018,4276.0,29708.0
2018Q2,00650  Ver�j�m�ki (Helsinki),"Blocks of flats, three-room flat+",,2.0,00650,2018,4276.0,29708.0
2018Q2,00650  Ver�j�m�ki (Helsinki),Terraced houses total,,4.0,00650,2018,4276.0,29708.0
2018Q2,00660  L�nsi-Pakila (Helsinki),"Blocks of flats, one-room flat",,,00660,2018,6639.0,37474.0
2018Q2,00660  L�nsi-Pakila (Helsinki),"Blocks of flats, two-room flat",,1.0,00660,2018,6639.0,37474.0
2018Q2,00660  L�nsi-Pakila (Helsinki),"Blocks of flats, three-room flat+",,,00660,2018,6639.0,37474.0
2018Q2,00660  L�nsi-Pakila (Helsinki),Terraced houses total,3709.0,20.0,00660,2018,6639.0,37474.0
2018Q2,00670  Palohein� (Helsinki),"Blocks of flats, one-room flat",,,00670,2018,5989.0,39232.0
2018Q2,00670  Palohein� (Helsinki),"Blocks of flats, two-room flat",,1.0,00670,2018,5989.0,39232.0
2018Q2,00670  Palohein� (Helsinki),"Blocks of flats, three-room flat+",,,00670,2018,5989.0,39232.0
2018Q2,00670  Palohein� (Helsinki),Terraced houses total,3661.0,29.0,00670,2018,5989.0,39232.0
2018Q2,00680  It�-Pakila (Helsinki),"Blocks of flats, one-room flat",,,00680,2018,3663.0,35870.0
2018Q2,00680  It�-Pakila (Helsinki),"Blocks of flats, two-room flat",,,00680,2018,3663.0,35870.0
2018Q2,00680  It�-Pakila (Helsinki),"Blocks of flats, three-room flat+",,2.0,00680,2018,3663.0,35870.0
2018Q2,00680  It�-Pakila (Helsinki),Terraced houses total,,5.0,00680,2018,3663.0,35870.0
2018Q2,00690  Torpparinm�ki (Helsinki),"Blocks of flats, one-room flat",,,00690,2018,2773.0,31755.0
2018Q2,00690  Torpparinm�ki (Helsinki),"Blocks of flats, two-room flat",,1.0,00690,2018,2773.0,31755.0
2018Q2,00690  Torpparinm�ki (Helsinki),"Blocks of flats, three-room flat+",,,00690,2018,2773.0,31755.0
2018Q2,00690  Torpparinm�ki (Helsinki),Terraced houses total,,5.0,00690,2018,2773.0,31755.0
2018Q2,00700  Malmi (Helsinki),"Blocks of flats, one-room flat",,5.0,00700,2018,13359.0,23685.0
2018Q2,00700  Malmi (Helsinki),"Blocks of flats, two-room flat",3134.0,8.0,00700,2018,13359.0,23685.0
2018Q2,00700  Malmi (Helsinki),"Blocks of flats, three-room flat+",2429.0,7.0,00700,2018,13359.0,23685.0
2018Q2,00700  Malmi (Helsinki),Terraced houses total,3387.0,11.0,00700,2018,13359.0,23685.0
2018Q2,00710  Pihlajam�ki - Viikinm�ki (Helsinki),"Blocks of flats, one-room flat",,4.0,00710,2018,12511.0,23256.0
2018Q2,00710  Pihlajam�ki - Viikinm�ki (Helsinki),"Blocks of flats, two-room flat",2633.0,15.0,00710,2018,12511.0,23256.0
2018Q2,00710  Pihlajam�ki - Viikinm�ki (Helsinki),"Blocks of flats, three-room flat+",2385.0,16.0,00710,2018,12511.0,23256.0
2018Q2,00710  Pihlajam�ki - Viikinm�ki (Helsinki),Terraced houses total,,4.0,00710,2018,12511.0,23256.0
2018Q2,00720  Pukinm�ki (Helsinki),"Blocks of flats, one-room flat",,4.0,00720,2018,8770.0,23803.0
2018Q2,00720  Pukinm�ki (Helsinki),"Blocks of flats, two-room flat",3172.0,21.0,00720,2018,8770.0,23803.0
2018Q2,00720  Pukinm�ki (Helsinki),"Blocks of flats, three-room flat+",2972.0,17.0,00720,2018,8770.0,23803.0
2018Q2,00720  Pukinm�ki (Helsinki),Terraced houses total,,6.0,00720,2018,8770.0,23803.0
2018Q2,00730  Tapanila (Helsinki),"Blocks of flats, one-room flat",,1.0,00730,2018,11236.0,29220.0
2018Q2,00730  Tapanila (Helsinki),"Blocks of flats, two-room flat",3089.0,12.0,00730,2018,11236.0,29220.0
2018Q2,00730  Tapanila (Helsinki),"Blocks of flats, three-room flat+",,6.0,00730,2018,11236.0,29220.0
2018Q2,00730  Tapanila (Helsinki),Terraced houses total,3314.0,29.0,00730,2018,11236.0,29220.0
2018Q2,00740  Siltam�ki (Helsinki),"Blocks of flats, one-room flat",,1.0,00740,2018,10499.0,25986.0
2018Q2,00740  Siltam�ki (Helsinki),"Blocks of flats, two-room flat",,2.0,00740,2018,10499.0,25986.0
2018Q2,00740  Siltam�ki (Helsinki),"Blocks of flats, three-room flat+",,5.0,00740,2018,10499.0,25986.0
2018Q2,00740  Siltam�ki (Helsinki),Terraced houses total,3020.0,16.0,00740,2018,10499.0,25986.0
2018Q2,00750  Tapulikaupunki (Helsinki),"Blocks of flats, one-room flat",,1.0,00750,2018,9674.0,25121.0
2018Q2,00750  Tapulikaupunki (Helsinki),"Blocks of flats, two-room flat",,6.0,00750,2018,9674.0,25121.0
2018Q2,00750  Tapulikaupunki (Helsinki),"Blocks of flats, three-room flat+",2163.0,6.0,00750,2018,9674.0,25121.0
2018Q2,00750  Tapulikaupunki (Helsinki),Terraced houses total,3084.0,8.0,00750,2018,9674.0,25121.0
2018Q2,00760  Puistola - Heikinlaakso (Helsinki),"Blocks of flats, one-room flat",,,00760,2018,7644.0,30592.0
2018Q2,00760  Puistola - Heikinlaakso (Helsinki),"Blocks of flats, two-room flat",,4.0,00760,2018,7644.0,30592.0
2018Q2,00760  Puistola - Heikinlaakso (Helsinki),"Blocks of flats, three-room flat+",,2.0,00760,2018,7644.0,30592.0
2018Q2,00760  Puistola - Heikinlaakso (Helsinki),Terraced houses total,2849.0,14.0,00760,2018,7644.0,30592.0
2018Q2,00770  Jakom�ki - Alppikyl� (Helsinki),"Blocks of flats, one-room flat",,1.0,00770,2018,7506.0,21692.0
2018Q2,00770  Jakom�ki - Alppikyl� (Helsinki),"Blocks of flats, two-room flat",,2.0,00770,2018,7506.0,21692.0
2018Q2,00770  Jakom�ki - Alppikyl� (Helsinki),"Blocks of flats, three-room flat+",1732.0,7.0,00770,2018,7506.0,21692.0
2018Q2,00770  Jakom�ki - Alppikyl� (Helsinki),Terraced houses total,,2.0,00770,2018,7506.0,21692.0
2018Q2,00780  Tapaninvainio (Helsinki),"Blocks of flats, one-room flat",,4.0,00780,2018,6963.0,29863.0
2018Q2,00780  Tapaninvainio (Helsinki),"Blocks of flats, two-room flat",3934.0,8.0,00780,2018,6963.0,29863.0
2018Q2,00780  Tapaninvainio (Helsinki),"Blocks of flats, three-room flat+",,4.0,00780,2018,6963.0,29863.0
2018Q2,00780  Tapaninvainio (Helsinki),Terraced houses total,3346.0,9.0,00780,2018,6963.0,29863.0
2018Q2,00790  Viikki (Helsinki),"Blocks of flats, one-room flat",,1.0,00790,2018,11114.0,24697.0
2018Q2,00790  Viikki (Helsinki),"Blocks of flats, two-room flat",,5.0,00790,2018,11114.0,24697.0
2018Q2,00790  Viikki (Helsinki),"Blocks of flats, three-room flat+",4371.0,14.0,00790,2018,11114.0,24697.0
2018Q2,00790  Viikki (Helsinki),Terraced houses total,,8.0,00790,2018,11114.0,24697.0
2018Q2,00800  L�nsi-Herttoniemi (Helsinki),"Blocks of flats, one-room flat",,4.0,00800,2018,7283.0,26033.0
2018Q2,00800  L�nsi-Herttoniemi (Helsinki),"Blocks of flats, two-room flat",4645.0,8.0,00800,2018,7283.0,26033.0
2018Q2,00800  L�nsi-Herttoniemi (Helsinki),"Blocks of flats, three-room flat+",4486.0,11.0,00800,2018,7283.0,26033.0
2018Q2,00800  L�nsi-Herttoniemi (Helsinki),Terraced houses total,,3.0,00800,2018,7283.0,26033.0
2018Q2,00810  Herttoniemenranta (Helsinki),"Blocks of flats, one-room flat",,2.0,00810,2018,11631.0,27754.0
2018Q2,00810  Herttoniemenranta (Helsinki),"Blocks of flats, two-room flat",4823.0,8.0,00810,2018,11631.0,27754.0
2018Q2,00810  Herttoniemenranta (Helsinki),"Blocks of flats, three-room flat+",4612.0,13.0,00810,2018,11631.0,27754.0
2018Q2,00810  Herttoniemenranta (Helsinki),Terraced houses total,,,00810,2018,11631.0,27754.0
2018Q2,00820  Roihuvuori (Helsinki),"Blocks of flats, one-room flat",,4.0,00820,2018,7389.0,23145.0
2018Q2,00820  Roihuvuori (Helsinki),"Blocks of flats, two-room flat",3408.0,16.0,00820,2018,7389.0,23145.0
2018Q2,00820  Roihuvuori (Helsinki),"Blocks of flats, three-room flat+",3339.0,21.0,00820,2018,7389.0,23145.0
2018Q2,00820  Roihuvuori (Helsinki),Terraced houses total,,,00820,2018,7389.0,23145.0
2018Q2,00830  Tammisalo (Helsinki),"Blocks of flats, one-room flat",,,00830,2018,2255.0,70863.0
2018Q2,00830  Tammisalo (Helsinki),"Blocks of flats, two-room flat",,1.0,00830,2018,2255.0,70863.0
2018Q2,00830  Tammisalo (Helsinki),"Blocks of flats, three-room flat+",,3.0,00830,2018,2255.0,70863.0
2018Q2,00830  Tammisalo (Helsinki),Terraced houses total,4388.0,7.0,00830,2018,2255.0,70863.0
2018Q2,00840  Yliskyl� (Helsinki),"Blocks of flats, one-room flat",,4.0,00840,2018,8233.0,30875.0
2018Q2,00840  Yliskyl� (Helsinki),"Blocks of flats, two-room flat",3470.0,15.0,00840,2018,8233.0,30875.0
2018Q2,00840  Yliskyl� (Helsinki),"Blocks of flats, three-room flat+",3140.0,17.0,00840,2018,8233.0,30875.0
2018Q2,00840  Yliskyl� (Helsinki),Terraced houses total,3498.0,22.0,00840,2018,8233.0,30875.0
2018Q2,00850  Jollas (Helsinki),"Blocks of flats, one-room flat",,,00850,2018,3148.0,43327.0
2018Q2,00850  Jollas (Helsinki),"Blocks of flats, two-room flat",,,00850,2018,3148.0,43327.0
2018Q2,00850  Jollas (Helsinki),"Blocks of flats, three-room flat+",,4.0,00850,2018,3148.0,43327.0
2018Q2,00850  Jollas (Helsinki),Terraced houses total,,6.0,00850,2018,3148.0,43327.0
2018Q2,00870  Gunillanm�ki - Hevossalmi (Helsinki),"Blocks of flats, one-room flat",,1.0,00870,2018,5954.0,25720.0
2018Q2,00870  Gunillanm�ki - Hevossalmi (Helsinki),"Blocks of flats, two-room flat",,4.0,00870,2018,5954.0,25720.0
2018Q2,00870  Gunillanm�ki - Hevossalmi (Helsinki),"Blocks of flats, three-room flat+",,4.0,00870,2018,5954.0,25720.0
2018Q2,00870  Gunillanm�ki - Hevossalmi (Helsinki),Terraced houses total,,3.0,00870,2018,5954.0,25720.0
2018Q2,00880  Keski-Herttoniemi - Roihupelto (Helsinki),"Blocks of flats, one-room flat",,,00880,2018,741.0,26711.0
2018Q2,00880  Keski-Herttoniemi - Roihupelto (Helsinki),"Blocks of flats, two-room flat",,,00880,2018,741.0,26711.0
2018Q2,00880  Keski-Herttoniemi - Roihupelto (Helsinki),"Blocks of flats, three-room flat+",,,00880,2018,741.0,26711.0
2018Q2,00880  Keski-Herttoniemi - Roihupelto (Helsinki),Terraced houses total,,,00880,2018,741.0,26711.0
2018Q2,00890  �stersundom (Helsinki),"Blocks of flats, one-room flat",,,00890,2018,1944.0,56859.0
2018Q2,00890  �stersundom (Helsinki),"Blocks of flats, two-room flat",,,00890,2018,1944.0,56859.0
2018Q2,00890  �stersundom (Helsinki),"Blocks of flats, three-room flat+",,,00890,2018,1944.0,56859.0
2018Q2,00890  �stersundom (Helsinki),Terraced houses total,,,00890,2018,1944.0,56859.0
2018Q2,00900  Puotinharju (Helsinki),"Blocks of flats, one-room flat",,4.0,00900,2018,4258.0,22541.0
2018Q2,00900  Puotinharju (Helsinki),"Blocks of flats, two-room flat",3017.0,6.0,00900,2018,4258.0,22541.0
2018Q2,00900  Puotinharju (Helsinki),"Blocks of flats, three-room flat+",,5.0,00900,2018,4258.0,22541.0
2018Q2,00900  Puotinharju (Helsinki),Terraced houses total,,,00900,2018,4258.0,22541.0
2018Q2,00910  Puotila (Helsinki),"Blocks of flats, one-room flat",4071.0,8.0,00910,2018,5853.0,23593.0
2018Q2,00910  Puotila (Helsinki),"Blocks of flats, two-room flat",3478.0,12.0,00910,2018,5853.0,23593.0
2018Q2,00910  Puotila (Helsinki),"Blocks of flats, three-room flat+",3016.0,11.0,00910,2018,5853.0,23593.0
2018Q2,00910  Puotila (Helsinki),Terraced houses total,,2.0,00910,2018,5853.0,23593.0
2018Q2,00920  Myllypuro (Helsinki),"Blocks of flats, one-room flat",,,00920,2018,13792.0,24565.0
2018Q2,00920  Myllypuro (Helsinki),"Blocks of flats, two-room flat",3015.0,7.0,00920,2018,13792.0,24565.0
2018Q2,00920  Myllypuro (Helsinki),"Blocks of flats, three-room flat+",2457.0,18.0,00920,2018,13792.0,24565.0
2018Q2,00920  Myllypuro (Helsinki),Terraced houses total,,9.0,00920,2018,13792.0,24565.0
2018Q2,00930  It�keskus - Marjaniemi (Helsinki),"Blocks of flats, one-room flat",,2.0,00930,2018,6794.0,29137.0
2018Q2,00930  It�keskus - Marjaniemi (Helsinki),"Blocks of flats, two-room flat",,5.0,00930,2018,6794.0,29137.0
2018Q2,00930  It�keskus - Marjaniemi (Helsinki),"Blocks of flats, three-room flat+",2782.0,7.0,00930,2018,6794.0,29137.0
2018Q2,00930  It�keskus - Marjaniemi (Helsinki),Terraced houses total,3801.0,13.0,00930,2018,6794.0,29137.0
2018Q2,00940  Kontula - Vesala - Kivikko (Helsinki),"Blocks of flats, one-room flat",3404.0,7.0,00940,2018,26010.0,21216.0
2018Q2,00940  Kontula - Vesala - Kivikko (Helsinki),"Blocks of flats, two-room flat",2431.0,29.0,00940,2018,26010.0,21216.0
2018Q2,00940  Kontula - Vesala - Kivikko (Helsinki),"Blocks of flats, three-room flat+",1825.0,34.0,00940,2018,26010.0,21216.0
2018Q2,00940  Kontula - Vesala - Kivikko (Helsinki),Terraced houses total,,5.0,00940,2018,26010.0,21216.0
2018Q2,00950  Vartioharju (Helsinki),"Blocks of flats, one-room flat",,1.0,00950,2018,6042.0,31812.0
2018Q2,00950  Vartioharju (Helsinki),"Blocks of flats, two-room flat",,2.0,00950,2018,6042.0,31812.0
2018Q2,00950  Vartioharju (Helsinki),"Blocks of flats, three-room flat+",,,00950,2018,6042.0,31812.0
2018Q2,00950  Vartioharju (Helsinki),Terraced houses total,3770.0,12.0,00950,2018,6042.0,31812.0
2018Q2,00960  Pohjois-Vuosaari (Helsinki),"Blocks of flats, one-room flat",,3.0,00960,2018,7192.0,24282.0
2018Q2,00960  Pohjois-Vuosaari (Helsinki),"Blocks of flats, two-room flat",2851.0,16.0,00960,2018,7192.0,24282.0
2018Q2,00960  Pohjois-Vuosaari (Helsinki),"Blocks of flats, three-room flat+",2768.0,15.0,00960,2018,7192.0,24282.0
2018Q2,00960  Pohjois-Vuosaari (Helsinki),Terraced houses total,,4.0,00960,2018,7192.0,24282.0
2018Q2,00970  Mellunm�ki (Helsinki),"Blocks of flats, one-room flat",3470.0,7.0,00970,2018,10651.0,23147.0
2018Q2,00970  Mellunm�ki (Helsinki),"Blocks of flats, two-room flat",2438.0,15.0,00970,2018,10651.0,23147.0
2018Q2,00970  Mellunm�ki (Helsinki),"Blocks of flats, three-room flat+",1931.0,12.0,00970,2018,10651.0,23147.0
2018Q2,00970  Mellunm�ki (Helsinki),Terraced houses total,,3.0,00970,2018,10651.0,23147.0
2018Q2,00980  Etel�-Vuosaari (Helsinki),"Blocks of flats, one-room flat",,5.0,00980,2018,23183.0,23559.0
2018Q2,00980  Etel�-Vuosaari (Helsinki),"Blocks of flats, two-room flat",3216.0,22.0,00980,2018,23183.0,23559.0
2018Q2,00980  Etel�-Vuosaari (Helsinki),"Blocks of flats, three-room flat+",3074.0,22.0,00980,2018,23183.0,23559.0
2018Q2,00980  Etel�-Vuosaari (Helsinki),Terraced houses total,3200.0,22.0,00980,2018,23183.0,23559.0
2018Q2,00990  Aurinkolahti (Helsinki),"Blocks of flats, one-room flat",,3.0,00990,2018,8587.0,29491.0
2018Q2,00990  Aurinkolahti (Helsinki),"Blocks of flats, two-room flat",4931.0,21.0,00990,2018,8587.0,29491.0
2018Q2,00990  Aurinkolahti (Helsinki),"Blocks of flats, three-room flat+",4586.0,20.0,00990,2018,8587.0,29491.0
2018Q2,00990  Aurinkolahti (Helsinki),Terraced houses total,,1.0,00990,2018,8587.0,29491.0
2018Q2,01120  V�sterskog (Sipoo),"Blocks of flats, one-room flat",,,01120,2018,1414.0,34242.0
2018Q2,01120  V�sterskog (Sipoo),"Blocks of flats, two-room flat",,,01120,2018,1414.0,34242.0
2018Q2,01120  V�sterskog (Sipoo),"Blocks of flats, three-room flat+",,,01120,2018,1414.0,34242.0
2018Q2,01120  V�sterskog (Sipoo),Terraced houses total,,,01120,2018,1414.0,34242.0
2018Q2,01150  S�derkulla (Sipoo),"Blocks of flats, one-room flat",,1.0,01150,2018,5900.0,33453.0
2018Q2,01150  S�derkulla (Sipoo),"Blocks of flats, two-room flat",,2.0,01150,2018,5900.0,33453.0
2018Q2,01150  S�derkulla (Sipoo),"Blocks of flats, three-room flat+",,4.0,01150,2018,5900.0,33453.0
2018Q2,01150  S�derkulla (Sipoo),Terraced houses total,,5.0,01150,2018,5900.0,33453.0
2018Q2,01180  Kalkkiranta (Sipoo),"Blocks of flats, one-room flat",,,01180,2018,455.0,33379.0
2018Q2,01180  Kalkkiranta (Sipoo),"Blocks of flats, two-room flat",,,01180,2018,455.0,33379.0
2018Q2,01180  Kalkkiranta (Sipoo),"Blocks of flats, three-room flat+",,,01180,2018,455.0,33379.0
2018Q2,01180  Kalkkiranta (Sipoo),Terraced houses total,,,01180,2018,455.0,33379.0
2018Q2,01190  Box (Sipoo),"Blocks of flats, one-room flat",,,01190,2018,1026.0,28599.0
2018Q2,01190  Box (Sipoo),"Blocks of flats, two-room flat",,,01190,2018,1026.0,28599.0
2018Q2,01190  Box (Sipoo),"Blocks of flats, three-room flat+",,,01190,2018,1026.0,28599.0
2018Q2,01190  Box (Sipoo),Terraced houses total,,,01190,2018,1026.0,28599.0
2018Q2,01200  Hakunila (Vantaa),"Blocks of flats, one-room flat",,3.0,01200,2018,12196.0,22734.0
2018Q2,01200  Hakunila (Vantaa),"Blocks of flats, two-room flat",1958.0,11.0,01200,2018,12196.0,22734.0
2018Q2,01200  Hakunila (Vantaa),"Blocks of flats, three-room flat+",1883.0,15.0,01200,2018,12196.0,22734.0
2018Q2,01200  Hakunila (Vantaa),Terraced houses total,2689.0,11.0,01200,2018,12196.0,22734.0
2018Q2,01230  Vaarala (Vantaa),"Blocks of flats, one-room flat",,2.0,01230,2018,2971.0,27489.0
2018Q2,01230  Vaarala (Vantaa),"Blocks of flats, two-room flat",,5.0,01230,2018,2971.0,27489.0
2018Q2,01230  Vaarala (Vantaa),"Blocks of flats, three-room flat+",,,01230,2018,2971.0,27489.0
2018Q2,01230  Vaarala (Vantaa),Terraced houses total,2548.0,10.0,01230,2018,2971.0,27489.0
2018Q2,01260  It�-Hakkila (Vantaa),"Blocks of flats, one-room flat",,,01260,2018,4869.0,30539.0
2018Q2,01260  It�-Hakkila (Vantaa),"Blocks of flats, two-room flat",,,01260,2018,4869.0,30539.0
2018Q2,01260  It�-Hakkila (Vantaa),"Blocks of flats, three-room flat+",,,01260,2018,4869.0,30539.0
2018Q2,01260  It�-Hakkila (Vantaa),Terraced houses total,2723.0,9.0,01260,2018,4869.0,30539.0
2018Q2,01280  L�nsim�ki (Vantaa),"Blocks of flats, one-room flat",,2.0,01280,2018,9699.0,24129.0
2018Q2,01280  L�nsim�ki (Vantaa),"Blocks of flats, two-room flat",1926.0,7.0,01280,2018,9699.0,24129.0
2018Q2,01280  L�nsim�ki (Vantaa),"Blocks of flats, three-room flat+",,4.0,01280,2018,9699.0,24129.0
2018Q2,01280  L�nsim�ki (Vantaa),Terraced houses total,2810.0,21.0,01280,2018,9699.0,24129.0
2018Q2,01300  Tikkurila (Vantaa),"Blocks of flats, one-room flat",,7.0,01300,2018,20698.0,26388.0
2018Q2,01300  Tikkurila (Vantaa),"Blocks of flats, two-room flat",3342.0,27.0,01300,2018,20698.0,26388.0
